pmid,Title,node-A,normalized_node_A,edge,normalized_edge,node-B,normalized_node_B,Context,normalized_Context
35489385.0,N6-methyladenosine (m6A) reader IGF2BP1 accelerates gastric cancer aerobic glycolysis in c-Myc-dependent manner.,c-Myc,MYC,regulate,AFFECTS,Gastric Cancer Aerobic Glycolysis,Gastric Cancer Aerobic Glycolysis,Gastric Cancer,STAD(Stomach adenocarcinoma)
35489385.0,N6-methyladenosine (m6A) reader IGF2BP1 accelerates gastric cancer aerobic glycolysis in c-Myc-dependent manner.,m6A,m6A,regulate,AFFECTS,c-Myc,MYC,Gastric Cancer,STAD(Stomach adenocarcinoma)
,,,,,,,,,
35490460.0,ALKBH5 regulates STAT3 activity to affect the proliferation and tumorigenicity of osteosarcoma via an m6A-YTHDF2-dependent manner.,ALKBH5,ALKBH5,regulate,AFFECTS,STAT3 activity,STAT3 activity,Osteosarcoma,SARC(Sarcoma)
35490460.0,ALKBH5 regulates STAT3 activity to affect the proliferation and tumorigenicity of osteosarcoma via an m6A-YTHDF2-dependent manner.,ALKBH5,ALKBH5,regulate,AFFECTS,proliferation,cell population proliferation,Osteosarcoma,SARC(Sarcoma)
35490460.0,ALKBH5 regulates STAT3 activity to affect the proliferation and tumorigenicity of osteosarcoma via an m6A-YTHDF2-dependent manner.,YTHDF2,YTHDF2,bind,INTERACTS_WITH,proliferation,cell population proliferation,Osteosarcoma,SARC(Sarcoma)
35490460.0,ALKBH5 regulates STAT3 activity to affect the proliferation and tumorigenicity of osteosarcoma via an m6A-YTHDF2-dependent manner.,proliferation,cell population proliferation,regulate,AFFECTS,STAT3 activity,STAT3 activity,Osteosarcoma,SARC(Sarcoma)
,,,,,,,,,
35499052.0,Hypoxia inducible lncRNA-CBSLR modulates ferroptosis through m6A-YTHDF2-dependent modulation of CBS in gastric cancer.,lncRNA-CBSLR,CBSLR,modulate,AFFECTS,ferroptosis,Ferroptosis,Gastric Cancer,STAD(Stomach adenocarcinoma)
35499052.0,Hypoxia inducible lncRNA-CBSLR modulates ferroptosis through m6A-YTHDF2-dependent modulation of CBS in gastric cancer.,lncRNA-CBSLR,CBSLR,regulate,AFFECTS,m6A,m6A,Gastric Cancer,STAD(Stomach adenocarcinoma)
35499052.0,Hypoxia inducible lncRNA-CBSLR modulates ferroptosis through m6A-YTHDF2-dependent modulation of CBS in gastric cancer.,YTHDF2,YTHDF2,bind,INTERACTS_WITH,m6A,m6A,Gastric Cancer,STAD(Stomach adenocarcinoma)
35499052.0,Hypoxia inducible lncRNA-CBSLR modulates ferroptosis through m6A-YTHDF2-dependent modulation of CBS in gastric cancer.,m6A,m6A,modulate,AFFECTS,ferroptosis,Ferroptosis,Gastric Cancer,STAD(Stomach adenocarcinoma)
,,,,,,,,,
35501316.0,N6-methyladenosine (m6A) methyltransferase METTL3-mediated LINC00680 accelerates osteoarthritis through m6A/SIRT1 manner.,METTL3,METTL3,mediate,AFFECTS,LINC00680,LINC00680,Osteoarthritis,Osteoarthritis
35501316.0,N6-methyladenosine (m6A) methyltransferase METTL3-mediated LINC00680 accelerates osteoarthritis through m6A/SIRT1 manner.,METTL3,METTL3,regulate,AFFECTS,m6A,m6A,Osteoarthritis,Osteoarthritis
35501316.0,N6-methyladenosine (m6A) methyltransferase METTL3-mediated LINC00680 accelerates osteoarthritis through m6A/SIRT1 manner.,SIRT1,SIRT1,bind,INTERACTS_WITH,m6A,m6A,Osteoarthritis,Osteoarthritis
35501316.0,N6-methyladenosine (m6A) methyltransferase METTL3-mediated LINC00680 accelerates osteoarthritis through m6A/SIRT1 manner.,m6A,m6A,regulate,AFFECTS,LINC00680,LINC00680,Osteoarthritis,Osteoarthritis
,,,,,,,,,
35501461.0,Insufficient ablation induces E3-ligase Nedd4 to promote hepatocellular carcinoma progression by tuning TGF-beta signaling.,dummy,dummy,induce insufficient,induce insufficient,ablation,ablation,Hepatocellular Carcinoma,LIHC(Liver Hepatocellular Carcinoma)
35501461.0,Insufficient ablation induces E3-ligase Nedd4 to promote hepatocellular carcinoma progression by tuning TGF-beta signaling.,ablation,ablation,induce,CAUSES,E3-ligase Nedd4,E3-ligase Nedd4,Hepatocellular Carcinoma,LIHC(Liver Hepatocellular Carcinoma)
35501461.0,Insufficient ablation induces E3-ligase Nedd4 to promote hepatocellular carcinoma progression by tuning TGF-beta signaling.,E3-ligase Nedd4,E3-ligase Nedd4,promote,STIMULATES,Hepatocellular Carcinoma Progression,Hepatocellular Carcinoma Progression,Hepatocellular Carcinoma,LIHC(Liver Hepatocellular Carcinoma)
35501461.0,Insufficient ablation induces E3-ligase Nedd4 to promote hepatocellular carcinoma progression by tuning TGF-beta signaling.,E3-ligase Nedd4,E3-ligase Nedd4,tune,tune,TGF-beta signaling,TGF-beta signaling pathway,Hepatocellular Carcinoma,LIHC(Liver Hepatocellular Carcinoma)
35501461.0,Insufficient ablation induces E3-ligase Nedd4 to promote hepatocellular carcinoma progression by tuning TGF-beta signaling.,TGF-beta signaling,TGF-beta signaling pathway,regulate,AFFECTS,Hepatocellular Carcinoma Progression,Hepatocellular Carcinoma Progression,Hepatocellular Carcinoma,LIHC(Liver Hepatocellular Carcinoma)
,,,,,,,,,
35502827.0,N6-methyladenosine (m6A) reader IGF2BP2 promotes gastric cancer progression via targeting SIRT1.,IGF2BP2,IGF2BP2,promote,STIMULATES,Gastric Cancer Progression,Gastric Cancer Progression,Gastric Cancer,STAD(Stomach adenocarcinoma)
35502827.0,N6-methyladenosine (m6A) reader IGF2BP2 promotes gastric cancer progression via targeting SIRT1.,IGF2BP2,IGF2BP2,target,INTERACTS_WITH,SIRT1,SIRT1,Gastric Cancer,STAD(Stomach adenocarcinoma)
35502827.0,N6-methyladenosine (m6A) reader IGF2BP2 promotes gastric cancer progression via targeting SIRT1.,SIRT1,SIRT1,regulate,AFFECTS,Gastric Cancer Progression,Gastric Cancer Progression,Gastric Cancer,STAD(Stomach adenocarcinoma)
,,,,,,,,,
35319018.0,YTHDF1 upregulation mediates hypoxia-dependent breast cancer growth and metastasis through regulating PKM2 to affect glycolysis.,YTHDF1,YTHDF1,regulate,AFFECTS,PKM2,PKM,Breast Cancer,BRCA(Breast Invasive Carcinoma)
35319018.0,YTHDF1 upregulation mediates hypoxia-dependent breast cancer growth and metastasis through regulating PKM2 to affect glycolysis.,PKM2,PKM,affect,AFFECTS,glycolysis,glycolytic process,Breast Cancer,BRCA(Breast Invasive Carcinoma)
35319018.0,YTHDF1 upregulation mediates hypoxia-dependent breast cancer growth and metastasis through regulating PKM2 to affect glycolysis.,glycolysis,glycolytic process,promote,STIMULATES,cancer growth,cancer growth,Breast Cancer,BRCA(Breast Invasive Carcinoma)
35319018.0,YTHDF1 upregulation mediates hypoxia-dependent breast cancer growth and metastasis through regulating PKM2 to affect glycolysis.,glycolysis,glycolytic process,promote,STIMULATES,metastasis,Neoplasm Metastasis,Breast Cancer,BRCA(Breast Invasive Carcinoma)
,,,,,,,,,
35320754.0,Lactylation-driven METTL3-mediated RNA m6A modification promotes immunosuppression of tumor-infiltrating myeloid cells.,Lactylation,Lactylation,drive,STIMULATES,METTL3,METTL3,Tumor-infiltrating myeloid cells,Tumor-infiltrating myeloid cells
35320754.0,Lactylation-driven METTL3-mediated RNA m6A modification promotes immunosuppression of tumor-infiltrating myeloid cells.,METTL3,METTL3,mediate,AFFECTS,RNA m6A modification,m6A,Tumor-infiltrating myeloid cells,Tumor-infiltrating myeloid cells
35320754.0,Lactylation-driven METTL3-mediated RNA m6A modification promotes immunosuppression of tumor-infiltrating myeloid cells.,RNA m6A modification,m6A,promote,STIMULATES,Immunosuppression,Immunosuppression Therapy,Tumor-infiltrating myeloid cells,Tumor-infiltrating myeloid cells
35320754.0,Lactylation-driven METTL3-mediated RNA m6A modification promotes immunosuppression of tumor-infiltrating myeloid cells.,Immunosuppression,Immunosuppression Therapy,affect,AFFECTS,Tumor-infiltrating myeloid cells,Tumor-infiltrating myeloid cells,Tumor-infiltrating myeloid cells,Tumor-infiltrating myeloid cells
,,,,,,,,,
35333330.0,Mechanisms of substrate recognition and N6-methyladenosine demethylation revealed by crystal structures of ALKBH5-RNA complexes.,ALKBH5,ALKBH5,form complex,form complex,RNA,ribonucleic acid,ALKBH5-RNA complexes,ALKBH5-RNA complexes
35333330.0,Mechanisms of substrate recognition and N6-methyladenosine demethylation revealed by crystal structures of ALKBH5-RNA complexes.,ALKBH5,ALKBH5,demethylate,CONVERTS_TO,N6-methyladenosine,m6A,ALKBH5-RNA complexes,ALKBH5-RNA complexes
,,,,,,,,,
35333576.0,m6A mRNA modification maintains colonic epithelial cell homeostasis via NF-kappaB-mediated antiapoptotic pathway.,m6A,m6A,maintain,MAINTAINS,Homeostasis,Homeostasis,Colonic Epithelial Cell,Colonic Epithelial Cell
35333576.0,m6A mRNA modification maintains colonic epithelial cell homeostasis via NF-kappaB-mediated antiapoptotic pathway.,m6A,m6A,regulate,AFFECTS,NF-kappaB,NF-kappaB signaling pathway,Colonic Epithelial Cell,Colonic Epithelial Cell
35333576.0,m6A mRNA modification maintains colonic epithelial cell homeostasis via NF-kappaB-mediated antiapoptotic pathway.,NF-kappaB,NF-kappaB signaling pathway,mediate,AFFECTS,Antiapoptotic Pathway,Antiapoptotic Pathway,Colonic Epithelial Cell,Colonic Epithelial Cell
35333576.0,m6A mRNA modification maintains colonic epithelial cell homeostasis via NF-kappaB-mediated antiapoptotic pathway.,Antiapoptotic Pathway,Antiapoptotic Pathway,maintain,MAINTAINS,Homeostasis,Homeostasis,Colonic Epithelial Cell,Colonic Epithelial Cell
,,,,,,,,,
35339477.0,CircRNA CDR1as promotes cardiomyocyte apoptosis through activating hippo signaling pathway in diabetic cardiomyopathy.,CircRNA CDR1as,CircRNA CDR1as,promote,STIMULATES,Cardiomyocyte Apoptosis,Cardiomyocyte Apoptosis,Diabetic Cardiomyopathy,Diabetic Cardiomyopathies
35339477.0,CircRNA CDR1as promotes cardiomyocyte apoptosis through activating hippo signaling pathway in diabetic cardiomyopathy.,CircRNA CDR1as,CircRNA CDR1as,activate,STIMULATES,Hippo Signaling Pathway,Hippo Signaling Pathway,Diabetic Cardiomyopathy,Diabetic Cardiomyopathies
35339477.0,CircRNA CDR1as promotes cardiomyocyte apoptosis through activating hippo signaling pathway in diabetic cardiomyopathy.,Hippo Signaling Pathway,Hippo Signaling Pathway,regulate,AFFECTS,Cardiomyocyte Apoptosis,Cardiomyocyte Apoptosis,Diabetic Cardiomyopathy,Diabetic Cardiomyopathies
,,,,,,,,,
35340126.0,m6A hypomethylation of DNMT3B regulated by ALKBH5 promotes intervertebral disc degeneration via E4F1 deficiency.,m6A,m6A,is on,LOCATES,DNMT3B,DNMT3B,Intervertebral Disc,Intervertebral Disc
35340126.0,m6A hypomethylation of DNMT3B regulated by ALKBH5 promotes intervertebral disc degeneration via E4F1 deficiency.,ALKBH5,ALKBH5,regulate,AFFECTS,m6A,m6A,Intervertebral Disc,Intervertebral Disc
35340126.0,m6A hypomethylation of DNMT3B regulated by ALKBH5 promotes intervertebral disc degeneration via E4F1 deficiency.,DNMT3B,DNMT3B,promote,STIMULATES,Intervertebral Disc Degeneration,Intervertebral Disc Degeneration,Intervertebral Disc,Intervertebral Disc
35340126.0,m6A hypomethylation of DNMT3B regulated by ALKBH5 promotes intervertebral disc degeneration via E4F1 deficiency.,DNMT3B,DNMT3B,cause deficiency,cause deficiency,E4F1,E4F1,Intervertebral Disc,Intervertebral Disc
35340126.0,m6A hypomethylation of DNMT3B regulated by ALKBH5 promotes intervertebral disc degeneration via E4F1 deficiency.,E4F1,E4F1,regulate,AFFECTS,Intervertebral Disc Degeneration,Intervertebral Disc Degeneration,Intervertebral Disc,Intervertebral Disc
,,,,,,,,,
35346372.0,MIR210HG promotes breast cancer progression by IGF2BP1 mediated m6A modification.,MIR210HG,MIR210HG,promote,STIMULATES,Breast Cancer Progression,Breast Cancer Progression,Breast Cancer,BRCA(Breast Invasive Carcinoma)
35346372.0,MIR210HG promotes breast cancer progression by IGF2BP1 mediated m6A modification.,MIR210HG,MIR210HG,regulate,AFFECTS,IGF2BP1,IGF2BP1,Breast Cancer,BRCA(Breast Invasive Carcinoma)
35346372.0,MIR210HG promotes breast cancer progression by IGF2BP1 mediated m6A modification.,IGF2BP1,IGF2BP1,mediate,AFFECTS,m6A modification,m6A,Breast Cancer,BRCA(Breast Invasive Carcinoma)
35346372.0,MIR210HG promotes breast cancer progression by IGF2BP1 mediated m6A modification.,m6A modification,m6A,promote,STIMULATES,Breast Cancer Progression,Breast Cancer Progression,Breast Cancer,BRCA(Breast Invasive Carcinoma)
,,,,,,,,,
35351467.0,METTL3 promotes proliferation and myogenic differentiation through m6A RNA methylation/YTHDF1/2 signaling axis in myoblasts.,METTL3,METTL3,promote,STIMULATES,Proliferation,cell population proliferation,Myoblasts,Myoblasts
35351467.0,METTL3 promotes proliferation and myogenic differentiation through m6A RNA methylation/YTHDF1/2 signaling axis in myoblasts.,METTL3,METTL3,promote,STIMULATES,Myogenic Differentiation,Myogenic Differentiation,Myoblasts,Myoblasts
35351467.0,METTL3 promotes proliferation and myogenic differentiation through m6A RNA methylation/YTHDF1/2 signaling axis in myoblasts.,METTL3,METTL3,regulate,AFFECTS,m6A RNA methylation/YTHDF1/2 signaling axis,m6A/YTHDF1/2 signaling axis,Myoblasts,Myoblasts
35351467.0,METTL3 promotes proliferation and myogenic differentiation through m6A RNA methylation/YTHDF1/2 signaling axis in myoblasts.,m6A RNA methylation/YTHDF1/2 signaling axis,m6A/YTHDF1/2 signaling axis,regulate,AFFECTS,Proliferation,cell population proliferation,Myoblasts,Myoblasts
35351467.0,METTL3 promotes proliferation and myogenic differentiation through m6A RNA methylation/YTHDF1/2 signaling axis in myoblasts.,m6A RNA methylation/YTHDF1/2 signaling axis,m6A/YTHDF1/2 signaling axis,regulate,AFFECTS,Myogenic Differentiation,Myogenic Differentiation,Myoblasts,Myoblasts
,,,,,,,,,
35354439.0,METTL3 enhances NSD2 mRNA stability to reduce renal impairment and interstitial fibrosis in mice with diabetic nephropathy.,METTL3,METTL3,enhance stability,enhance stability,NSD2 mRNA,NSD2,Diabetic Nephropathy in mice,Diabetic Nephropathy in mice
35354439.0,METTL3 enhances NSD2 mRNA stability to reduce renal impairment and interstitial fibrosis in mice with diabetic nephropathy.,NSD2 mRNA,NSD2,reduce,INHIBITS,renal impairment,renal impairment,Diabetic Nephropathy in mice,Diabetic Nephropathy in mice
35354439.0,METTL3 enhances NSD2 mRNA stability to reduce renal impairment and interstitial fibrosis in mice with diabetic nephropathy.,NSD2 mRNA,NSD2,reduce,INHIBITS,interstitial fibrosis,interstitial fibrosis,Diabetic Nephropathy in mice,Diabetic Nephropathy in mice
,,,,,,,,,
35354789.0,METTL14 promotes prostate tumorigenesis by inhibiting THBS1 via an m6A-YTHDF2-dependent mechanism.,METTL14,METTL14,inhibit,INHIBITS,THBS1,THBS1,Prostate Tumorigenesis,PRAD(Prostate Adenocarcinoma)
35354789.0,METTL14 promotes prostate tumorigenesis by inhibiting THBS1 via an m6A-YTHDF2-dependent mechanism.,METTL14,METTL14,regulate,AFFECTS,m6A,m6A,Prostate Tumorigenesis,PRAD(Prostate Adenocarcinoma)
35354789.0,METTL14 promotes prostate tumorigenesis by inhibiting THBS1 via an m6A-YTHDF2-dependent mechanism.,YTHDF2,YTHDF2,bind,INTERACTS_WITH,m6A,m6A,Prostate Tumorigenesis,PRAD(Prostate Adenocarcinoma)
35354789.0,METTL14 promotes prostate tumorigenesis by inhibiting THBS1 via an m6A-YTHDF2-dependent mechanism.,m6A,m6A,inhibit,INHIBITS,THBS1,THBS1,Prostate Tumorigenesis,PRAD(Prostate Adenocarcinoma)
,,,,,,,,,
35356854.0,N6-methyladenosine methyltransferase WTAP-stabilized FOXD2-AS1 promotes the osteosarcoma progression through m6A/FOXM1 axis.,WTAP,WTAP,stabilize,MAINTAINS,FOXD2-AS1,FOXD2-AS1,Osteosarcoma,SARC(Sarcoma)
35356854.0,N6-methyladenosine methyltransferase WTAP-stabilized FOXD2-AS1 promotes the osteosarcoma progression through m6A/FOXM1 axis.,FOXD2-AS1,FOXD2-AS1,promote,STIMULATES,Osteosarcoma Progression,Osteosarcoma Progression,Osteosarcoma,SARC(Sarcoma)
35356854.0,N6-methyladenosine methyltransferase WTAP-stabilized FOXD2-AS1 promotes the osteosarcoma progression through m6A/FOXM1 axis.,FOXD2-AS1,FOXD2-AS1,regulate,AFFECTS,m6A,m6A,Osteosarcoma,SARC(Sarcoma)
35356854.0,N6-methyladenosine methyltransferase WTAP-stabilized FOXD2-AS1 promotes the osteosarcoma progression through m6A/FOXM1 axis.,m6A,m6A,is in,LOCATES,FOXM1 axis,FOXM1 axis,Osteosarcoma,SARC(Sarcoma)
35356854.0,N6-methyladenosine methyltransferase WTAP-stabilized FOXD2-AS1 promotes the osteosarcoma progression through m6A/FOXM1 axis.,FOXM1 axis,FOXM1 axis,regulate,AFFECTS,Osteosarcoma Progression,Osteosarcoma Progression,Osteosarcoma,SARC(Sarcoma)
,,,,,,,,,
35356881.0,[METTL14 promotes the proliferation and migration of cervical cancer cells by up-regulating m6A Myc expression].,METTL14,METTL14,promote,STIMULATES,Proliferation,cell population proliferation,Cervical Cancer Cells,CESC(Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma)
35356881.0,[METTL14 promotes the proliferation and migration of cervical cancer cells by up-regulating m6A Myc expression].,METTL14,METTL14,promote,STIMULATES,Migration,migration,Cervical Cancer Cells,CESC(Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma)
35356881.0,[METTL14 promotes the proliferation and migration of cervical cancer cells by up-regulating m6A Myc expression].,METTL14,METTL14,up-regulate,STIMULATES,m6A,m6A,Cervical Cancer Cells,CESC(Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma)
35356881.0,[METTL14 promotes the proliferation and migration of cervical cancer cells by up-regulating m6A Myc expression].,m6A,m6A,is on,LOCATES,Myc,MYC,Cervical Cancer Cells,CESC(Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma)
35356881.0,[METTL14 promotes the proliferation and migration of cervical cancer cells by up-regulating m6A Myc expression].,Myc,MYC,regulate,AFFECTS,Proliferation,cell population proliferation,Cervical Cancer Cells,CESC(Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma)
35356881.0,[METTL14 promotes the proliferation and migration of cervical cancer cells by up-regulating m6A Myc expression].,Myc,MYC,regulate,AFFECTS,Migration,migration,Cervical Cancer Cells,CESC(Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma)
,,,,,,,,,
35357550.0,LncRNA NEAT1 sponges miR-214 to promoted tumor growth in hepatocellular carcinoma.,NEAT1,NEAT1,sponge,sponge,miR-214,MIR214,Hepatocellular Carcinoma,LIHC(Liver Hepatocellular Carcinoma)
35357550.0,LncRNA NEAT1 sponges miR-214 to promoted tumor growth in hepatocellular carcinoma.,NEAT1,NEAT1,promote,STIMULATES,Tumor Growth,Tumor Growth,Hepatocellular Carcinoma,LIHC(Liver Hepatocellular Carcinoma)
35357550.0,LncRNA NEAT1 sponges miR-214 to promoted tumor growth in hepatocellular carcinoma.,miR-214,MIR214,regulate,AFFECTS,Tumor Growth,Tumor Growth,Hepatocellular Carcinoma,LIHC(Liver Hepatocellular Carcinoma)
,,,,,,,,,
35359726.0,"Vitamin D3 Suppresses Human Cytomegalovirus-Induced Vascular Endothelial Apoptosis via Rectification of Paradoxical m6A Modification of Mitochondrial Calcium Uniporter mRNA, Which Is Regulated by METTL3 and YTHDF3.",Vitamin D3,calciol,suppress,INHIBITS,Apoptosis,apoptotic process,Human Cytomegalovirus-Induced Vascular Endothelial Cells,Human Cytomegalovirus-Induced Vascular Endothelial Cells
35359726.0,"Vitamin D3 Suppresses Human Cytomegalovirus-Induced Vascular Endothelial Apoptosis via Rectification of Paradoxical m6A Modification of Mitochondrial Calcium Uniporter mRNA, Which Is Regulated by METTL3 and YTHDF3.",Vitamin D3,calciol,rectify,rectify,m6A,m6A,Human Cytomegalovirus-Induced Vascular Endothelial Cells,Human Cytomegalovirus-Induced Vascular Endothelial Cells
35359726.0,"Vitamin D3 Suppresses Human Cytomegalovirus-Induced Vascular Endothelial Apoptosis via Rectification of Paradoxical m6A Modification of Mitochondrial Calcium Uniporter mRNA, Which Is Regulated by METTL3 and YTHDF3.",m6A,m6A,modify,AFFECTS,Mitochondrial Calcium Uniporter mRNA,Mitochondrial Calcium Uniporter mRNA,Human Cytomegalovirus-Induced Vascular Endothelial Cells,Human Cytomegalovirus-Induced Vascular Endothelial Cells
35359726.0,"Vitamin D3 Suppresses Human Cytomegalovirus-Induced Vascular Endothelial Apoptosis via Rectification of Paradoxical m6A Modification of Mitochondrial Calcium Uniporter mRNA, Which Is Regulated by METTL3 and YTHDF3.",METTL3,METTL3,regulate,AFFECTS,m6A,m6A,Human Cytomegalovirus-Induced Vascular Endothelial Cells,Human Cytomegalovirus-Induced Vascular Endothelial Cells
35359726.0,"Vitamin D3 Suppresses Human Cytomegalovirus-Induced Vascular Endothelial Apoptosis via Rectification of Paradoxical m6A Modification of Mitochondrial Calcium Uniporter mRNA, Which Is Regulated by METTL3 and YTHDF3.",YTHDF3,YTHDF3,regulate,AFFECTS,m6A,m6A,Human Cytomegalovirus-Induced Vascular Endothelial Cells,Human Cytomegalovirus-Induced Vascular Endothelial Cells
35359726.0,"Vitamin D3 Suppresses Human Cytomegalovirus-Induced Vascular Endothelial Apoptosis via Rectification of Paradoxical m6A Modification of Mitochondrial Calcium Uniporter mRNA, Which Is Regulated by METTL3 and YTHDF3.",Mitochondrial Calcium Uniporter mRNA,Mitochondrial Calcium Uniporter mRNA,regulate,AFFECTS,Apoptosis,apoptotic process,Human Cytomegalovirus-Induced Vascular Endothelial Cells,Human Cytomegalovirus-Induced Vascular Endothelial Cells
,,,,,,,,,
35361747.0,Nuclear Aurora kinase A switches m6A reader YTHDC1 to enhance an oncogenic RNA splicing of tumor suppressor RBM4.,Aurora kinase A,AURKA,switch,switch,YTHDC1,YTHDC1,Nucleus,nucleus
35361747.0,Nuclear Aurora kinase A switches m6A reader YTHDC1 to enhance an oncogenic RNA splicing of tumor suppressor RBM4.,YTHDC1,YTHDC1,bind,INTERACTS_WITH,m6A,m6A,Nucleus,nucleus
35361747.0,Nuclear Aurora kinase A switches m6A reader YTHDC1 to enhance an oncogenic RNA splicing of tumor suppressor RBM4.,YTHDC1,YTHDC1,enhance,AUGMENTS,oncogenic RNA splicing,oncogenic RNA splicing,Nucleus,nucleus
35361747.0,Nuclear Aurora kinase A switches m6A reader YTHDC1 to enhance an oncogenic RNA splicing of tumor suppressor RBM4.,oncogenic RNA splicing,oncogenic RNA splicing,is on,LOCATES,RBM4,RBM4,Nucleus,nucleus
,,,,,,,,,
35364458.0,HNRNPA2B1 inhibited SFRP2 and activated Wnt-beta/catenin via m6A-mediated miR-106b-5p processing to aggravate stemness in lung adenocarcinoma.,HNRNPA2B1,HNRNPA2B1,inhibit,INHIBITS,SFRP2,SFRP2,Lung Adenocarcinoma,LUAD(Lung Adenocarcinoma)
35364458.0,HNRNPA2B1 inhibited SFRP2 and activated Wnt-beta/catenin via m6A-mediated miR-106b-5p processing to aggravate stemness in lung adenocarcinoma.,HNRNPA2B1,HNRNPA2B1,activate,STIMULATES,Wnt-beta/catenin,WNT/beta-catenin pathway,Lung Adenocarcinoma,LUAD(Lung Adenocarcinoma)
35364458.0,HNRNPA2B1 inhibited SFRP2 and activated Wnt-beta/catenin via m6A-mediated miR-106b-5p processing to aggravate stemness in lung adenocarcinoma.,HNRNPA2B1,HNRNPA2B1,regulate,AFFECTS,m6A,m6A,Lung Adenocarcinoma,LUAD(Lung Adenocarcinoma)
35364458.0,HNRNPA2B1 inhibited SFRP2 and activated Wnt-beta/catenin via m6A-mediated miR-106b-5p processing to aggravate stemness in lung adenocarcinoma.,m6A,m6A,mediate,AFFECTS,miR-106b-5p,miR-106b-5p,Lung Adenocarcinoma,LUAD(Lung Adenocarcinoma)
35364458.0,HNRNPA2B1 inhibited SFRP2 and activated Wnt-beta/catenin via m6A-mediated miR-106b-5p processing to aggravate stemness in lung adenocarcinoma.,miR-106b-5p,miR-106b-5p,regulate,AFFECTS,stemness,Stemness,Lung Adenocarcinoma,LUAD(Lung Adenocarcinoma)
,,,,,,,,,
35365563.0,Mettl14-Mediated m6A Modification Is Essential for Germinal Center B Cell Response.,Mettl14,METTL14,mediate,AFFECTS,m6A Modification,m6A,Germinal Center B Cell,germinal center b cell
35365563.0,Mettl14-Mediated m6A Modification Is Essential for Germinal Center B Cell Response.,m6A Modification,m6A,is essential for,PREDISPOSES,B Cell Response,B Cell Response,Germinal Center B Cell,germinal center b cell
,,,,,,,,,
35368867.0,Dietary Phytochemicals Targeting Nrf2 to Enhance the Radiosensitivity of Cancer.,Dietary Phytochemicals,Phytochemicals,target,INTERACTS_WITH,Nrf2,NFE2L2,Cancer,PANCAN(Pan-Cancer)
35368867.0,Dietary Phytochemicals Targeting Nrf2 to Enhance the Radiosensitivity of Cancer.,Nrf2,NFE2L2,enhance,AUGMENTS,Radiosensitivity,Radiation Tolerance,Cancer,PANCAN(Pan-Cancer)
,,,,,,,,,
35378463.0,Novel electrochemical immunosensor for O6-methylguanine-DNA methyltransferase gene methylation based on graphene oxide-magnetic nanoparticles-beta-cyclodextrin nanocomposite.,electrochemical immunosensor,electrochemical immunosensor,for,for,O6-methylguanine-DNA methyltransferase gene methylation,O6-methylguanine-DNA methyltransferase gene methylation,Null,Null
35378463.0,Novel electrochemical immunosensor for O6-methylguanine-DNA methyltransferase gene methylation based on graphene oxide-magnetic nanoparticles-beta-cyclodextrin nanocomposite.,graphene oxide-magnetic nanoparticles-beta-cyclodextrin nanocomposite,graphene oxide-magnetic nanoparticles-beta-cyclodextrin nanocomposite,based on,based on,electrochemical immunosensor,electrochemical immunosensor,Null,Null
,,,,,,,,,
35381326.0,"Epigenetic activation of RBM15 promotes clear cell renal cell carcinoma growth, metastasis and macrophage infiltration by regulating the m6A modification of CXCL11.",Dummy,dummy,activate,STIMULATES,RBM15,RBM15,Clear Cell Renal Cell Carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
35381326.0,"Epigenetic activation of RBM15 promotes clear cell renal cell carcinoma growth, metastasis and macrophage infiltration by regulating the m6A modification of CXCL11.",RBM15,RBM15,promote,STIMULATES,Growth,Growth,Clear Cell Renal Cell Carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
35381326.0,"Epigenetic activation of RBM15 promotes clear cell renal cell carcinoma growth, metastasis and macrophage infiltration by regulating the m6A modification of CXCL11.",RBM15,RBM15,promote,STIMULATES,Metastasis,Neoplasm Metastasis,Clear Cell Renal Cell Carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
35381326.0,"Epigenetic activation of RBM15 promotes clear cell renal cell carcinoma growth, metastasis and macrophage infiltration by regulating the m6A modification of CXCL11.",RBM15,RBM15,promote,STIMULATES,Macrophage Infiltration,Macrophage Infiltration,Clear Cell Renal Cell Carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
35381326.0,"Epigenetic activation of RBM15 promotes clear cell renal cell carcinoma growth, metastasis and macrophage infiltration by regulating the m6A modification of CXCL11.",RBM15,RBM15,regulate,AFFECTS,m6A,m6A,Clear Cell Renal Cell Carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
35381326.0,"Epigenetic activation of RBM15 promotes clear cell renal cell carcinoma growth, metastasis and macrophage infiltration by regulating the m6A modification of CXCL11.",m6A,m6A,is on,LOCATES,CXCL11,CXCL11,Clear Cell Renal Cell Carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
