"","pmid","title"
"6568","34763315","Baicalin suppresses the progression of Type 2 diabetes-induced liver tumor through regulating METTL3/m6A/HKDC1 axis and downstream p-JAK2/STAT1/clevaged Capase3 pathway."
"6574","34779644","FTO demethylates YAP mRNA promoting oral squamous cell carcinoma tumorigenesis."
"6577","34787056","Demethyltransferase FTO alpha-ketoglutarate dependent dioxygenase (FTO) regulates the proliferation, migration, invasion and tumor growth of prostate cancer by modulating the expression of melanocortin 4 receptor (MC4R)."
"6587","34799724","METTL3-mediated N6-methyladenosine modification of DUSP5 mRNA promotes gallbladder-cancer progression."
"6591","34813676","METTL14 suppresses growth and metastasis of renal cell carcinoma by decreasing long non-coding RNA NEAT1."
"6595","34818872","m6A reader Ythdf3 protects hematopoietic stem cell integrity under stress by promoting the translation of Foxm1 and Asxl1 transcripts."
"6602","34825733","Mettl3 promotes oxLDL-mediated inflammation through activating STAT1 signaling."
"6606","34843901","The m6A mRNA demethylase FTO regulates GnRH secretion in Mn-induced precocious puberty."
"6610","34850551","ALKBH5-mediated m6A modification of lncRNA KCNQ1OT1 triggers the development of LSCC via upregulation of HOXA9."
"6616","34882623","Research progress on the relationship between m6A methylation of YTHDF1 gene in the striatum and stereotyped behavior."
"6619","34882999","M6A methylation-mediated elevation of SM22alpha inhibits the proliferation and migration of vascular smooth muscle cells and ameliorates intimal hyperplasia in type 2 diabetes mellitus."
"6624","34896211","IGF2BP2-dependent activation of ERBB2 signaling contributes to acquired resistance to tyrosine kinase inhibitor in differentiation therapy of radioiodine-refractory papillary thyroid cancer."
"6630","34911015","The N6-methyladenosine reader protein YTHDC2 promotes gastric cancer progression via enhancing YAP mRNA translation."
"6634","34915192","FTO promotes multiple myeloma progression by posttranscriptional activation of HSF1 in an m6A-YTHDF2-dependent manner."
"6639","34921949","N-acetyl-seryl-aspartyl-lysyl-proline (AcSDKP) mitigates the liver fibrosis via WTAP/m6A/Ptch1 axis through Hedgehog pathway."
"6646","34921979","MiR-155 regulates m6A level and cell progression by targeting FTO in clear cell renal cell carcinoma."
"6651","34930676","N6-methyladenosine-modified long non-coding RNA AGAP2-AS1 promotes psoriasis pathogenesis via miR-424-5p/AKT3 axis."
"6655","34939643","Regulation of AR mRNA translation in response to acute AR pathway inhibition."
"6658","34951345","Long noncoding RNA UBA6-AS1 inhibits the malignancy of ovarian cancer cells via suppressing the decay of UBA6 mRNA."
"6662","34952201","PHLDB2 mediates cetuximab resistance via interacting with EGFR in latent metastasis of colorectal cancer."
"6666","34964205","Effect of m6A methyltransferase METTL3 -mediated MALAT1/E2F1/AGR2 axis on adriamycin resistance in breast cancer."
"6669","34968454","N6-methyladenosine reader YTHDF1 promotes ARHGEF2 translation and RhoA signaling in colorectal cancer."
"6674","34968619","N6-methyladenosine(m6A) demethylase FTO regulates cellular apoptosis following cobalt-induced oxidative stress."
"6678","34968770","METTL3 inhibition ameliorates liver damage in mouse with hepatitis B virus-associated acute-on-chronic liver failure by regulating miR-146a-5p maturation."
"6683","34970694","Ribosome 18S m6A methyltransferase METTL5 promotes pancreatic cancer progression by modulating c-Myc translation."
"6687","34974052","Involvement of m6A regulatory factor IGF2BP1 in malignant transformation of human bronchial epithelial Beas-2B cells induced by tobacco carcinogen NNK."
"6690","34974239","BH+/MH+-matching method for discovery of cis-diol-containing modified nucleosides in urine by ribose-targeted solid phase extraction followed by dual-mass spectrometry platform identification."
"6695","34974791","Circular RNA protein tyrosine kinase 2 (circPTK2) promotes colorectal cancer proliferation, migration, invasion and chemoresistance."
"6709","33526437","Gluten-induced RNA methylation changes regulate intestinal inflammation via allele-specific XPO1 translation in epithelial cells."
"6726","34479400","Methyltransferase-like 3-induced N6-methyladenosine upregulation promotes oral squamous cell carcinoma by through p38."
"6743","34581943","Increased m6A-RNA methylation and FTO suppression is associated with myocardial inflammation and dysfunction during endotoxemia in mice."
"6750","34586620","METTL14-Mediated miR-30c-1-3p Maturation Represses the Progression of Lung Cancer via Regulation of MARCKSL1 Expression."
"6755","34599880","METTL3 Regulates Liver Homeostasis, Hepatocyte Ploidy, and Circadian Rhythm-Controlled Gene Expression in Mice."
"6759","34608273","lncRNA THAP7-AS1, transcriptionally activated by SP1 and post-transcriptionally stabilized by METTL3-mediated m6A modification, exerts oncogenic properties by improving CUL4B entry into the nucleus."
"6763","34648132","METTL14 promotes doxorubicin-induced cardiomyocyte ferroptosis by regulating the KCNQ1OT1-miR-7-5p-TFRC axis."
"6768","34657574","m6A reader YTHDC1 modulates autophagy by targeting SQSTM1 in diabetic skin."
"6772","35005123","Mettl5 mediated 18S rRNA N6-methyladenosine (m6A) modification controls stem cell fate determination and neural function."
"6775","35224163","Melatonin antagonizes ovarian aging via YTHDF2-MAPK-NF-kappaB pathway."
"6777","37156816","LncRNA LINC00969 promotes acquired gefitinib resistance by epigenetically suppressing of NLRP3 at transcriptional and posttranscriptional levels to inhibit pyroptosis in lung cancer."
"6787","NO_PMID","The m6A-Binding Protein YTHDF1 Mediates Immune Evasion."
"1","37735974","NRF1 mitigates motor dysfunction and dopamine neuron degeneration in mice with Parkinson's disease by promoting GLRX m6A methylation through upregulation of METTL3 transcription"
"11","37742191","ALKBH5 modulates hematopoietic stem and progenitor cell energy metabolism through m6A modification-mediated RNA stability control"
"12","37658049","IGF2BP3 promotes the progression of colorectal cancer and mediates cetuximab resistance by stabilizing EGFR mRNA in an m6A-dependent manner"
"13","37803021","YTHDF2 facilitates aggresome formation via UPF1 in an m6A-independent manner"
"14","37663284","RNA N6-methyladenosine reader IGF2BP3 promotes acute myeloid leukemia progression by controlling stabilization of EPOR mRNA."
"15","37812443","YTHDF2 promotes DNA damage repair by positively regulating the histone methyltransferase SETDB1 in spermatogonia."
"16","37692484","The m6A regulator KIAA1429 stabilizes RAB27B mRNA and promotes the progression of chronic myeloid leukemia and resistance to targeted therapy"
"17","37694982","N6-methyladenosine-induced METTL1 promotes tumor proliferation via CDK4."
"18","37700438","YTHDF2 promotes gallbladder cancer progression and gemcitabine resistance via m6A-dependent DAPK3 degradation"
"19","37710320","METTL3 exacerbates insulin resistance in hepatocytes by regulating m6A modification of cytochrome P450 2B6"
"110","37721438","VIRMA promotes neuron apoptosis via inducing m6A methylation of STK10 in spinal cord injury animal models."
"111","37733108","M6A-mediated upregulation of HOXC10 promotes human hepatocellular carcinoma development through PTEN/AKT/mTOR signaling pathway"
"112","37584615","ALKBH5-mediated RNA m6A methylation regulates the migration, invasion and proliferation of rheumatoid fibroblast-like synoviocytes."
"113","37588203","RNA m6A reader YTHDF2 facilitates precursor miR-126 maturation to promote acute myeloid leukemia progression."
"114","37589705","A cleaved METTL3 potentiates the METTL3-WTAP interaction and breast cancer progression."
"115","37591781","Gemcitabine Inhibits the Progression of Pancreatic Cancer by Restraining the WTAP/MYC Chain in an m6A-dependent Manner."
"118","37594665","METTL14 drives growth and metastasis of non-small cell lung cancer by regulating pri-miR-93-5p maturation and TXNIP expression"
"119","37599611","Xanthine derivatives inhibit FTO in an L-ascorbic acid-dependent manner."
"120","37603553","Kar4, the yeast homolog of METTL14, is required for mRNA m6A methylation and meiosis"
"121","37604948","miR-33a-3p regulates METTL3-mediated AREG stability and alters EMT to inhibit pancreatic cancer invasion and metastasis."
"122","37611825","eIF3i promotes colorectal cancer cell survival via augmenting PHGDH translation."
"123","37612282","ALKBH5 promotes hypopharyngeal squamous cell carcinoma apoptosis by targeting TLR2 in a YTHDF1/IGF2BP2-mediated manner."
"124","32566583","ALKBH5 promotes the proliferation of renal cell carcinoma by regulating AURKB expression in an m6A-dependent manner."
"125","33230473","YTHDF1 Facilitates the Progression of Hepatocellular Carcinoma by Promoting FZD5 mRNA Translation in an m6A-Dependent Manner."
"126","30648791","N6-methyladenosine demethylase FTO suppresses clear cell renal cell carcinoma through a novel FTO-PGC-1alpha signalling axis."
"127","33634966","FTO modifies the m6A level of MALAT and promotes bladder cancer progression."
"128","30659266","The m6A methyltransferase METTL3 promotes bladder cancer progression via AFF4/NF-kappaB/MYC signaling network."
"129","32110044","FTO Facilitates Lung Adenocarcinoma Cell Progression by Activating Cell Migration Through mRNA Demethylation."
"130","33980824","RNA m6A reader YTHDF2 facilitates lung adenocarcinoma cell proliferation and metastasis by targeting the AXIN1/Wnt/beta-catenin signaling."
"131","32772918","ALKBH5 suppresses malignancy of hepatocellular carcinoma via m6A-guided epigenetic inhibition of LYPD1."
"132","31735169","YTHDF2 reduction fuels inflammation and vascular abnormalization in hepatocellular carcinoma."
"133","31632576","m6A demethylase FTO promotes hepatocellular carcinoma tumorigenesis via mediating PKM2 demethylation."
"134","34503454","METTL14 promotes glomerular endothelial cell injury and diabetic nephropathy via m6A modification of alpha-klotho."
"135","34169564","ALKBH5-mediated m6A-demethylation of USP1 regulated T-cell acute lymphoblastic leukemia cell glucocorticoid resistance by Aurora B."
"136","34530048","METTL3 induces PLX4032 resistance in melanoma by promoting m6A-dependent EGFR translation."
"137","32633395","METTL14 regulates M6A methylation-modified primary miR-19a to promote cardiovascular endothelial cell proliferation and invasion."
"138","34088349","YTHDF1 promotes hepatocellular carcinoma progression via activating PI3K/AKT/mTOR signaling pathway and inducing epithelial-mesenchymal transition."
"139","31434789","The RNA demethylase FTO is required for maintenance of bone mass and functions to protect osteoblasts from genotoxic damage."
"140","33505426","YTHDF2 Inhibits Gastric Cancer Cell Growth by Regulating FOXC2 Signaling Pathway."
"141","33335426","METTL14 Overexpression Promotes Osteosarcoma Cell Apoptosis and Slows Tumor Progression via Caspase 3 Activation."
"142","34326699","Downregulation of m6A Reader YTHDC2 Promotes the Proliferation and Migration of Malignant Lung Cells via CYLD/NF-kappaB Pathway."
"143","34520821","VIRMA contributes to non-small cell lung cancer progression via N6-methyladenosine-dependent DAPK3 post-transcriptional modification."
"144","32954854","METTL3 contributes to renal ischemia-reperfusion injury by regulating Foxd1 methylation."
"145","32802173","METTL14 aggravates endothelial inflammation and atherosclerosis by increasing FOXO1 N6-methyladeosine modifications."
"149","32914682","Enterotoxigenic Escherichia coli infection promotes enteric defensin expression via FOXO6-METTL3-m6A-GPR161 signaling axis."
"153","32719557","NADP modulates RNA m6A methylation and adipogenesis via enhancing FTO activity."
"154","29795461","Epigallocatechin gallate targets FTO and inhibits adipogenesis in an mRNA m6A-YTHDF2-dependent manner."
"155","33783988","AMD1 upregulates hepatocellular carcinoma cells stemness by FTO mediated mRNA demethylation."
"156","33283713","Hsa-let-7b-5p Inhibits Proliferation of Human Leukemia THP-1 Cells via FTO/m6A/MYC Signaling Pathway."
"157","33614908","Targeting YTHDF1 effectively re-sensitizes cisplatin-resistant colon cancer cells by modulating GLS-mediated glutamine metabolism."
"158","34094960","METTL3 Promotes Esophageal Squamous Cell Carcinoma Metastasis Through Enhancing GLS2 Expression."
"159","33378974","N6-methyladenosine (m6A) methyltransferase WTAP accelerates the Warburg effect of gastric cancer through regulating HK2 stability."
"160","32323801","METTL14 promotes the migration and invasion of breast cancer cells by modulating N6-methyladenosine and hsa-miR-146a-5p expression."
"161","33794982","HNRNPA2B1 promotes multiple myeloma progression by increasing AKT3 expression via m6A-dependent stabilization of ILF3 mRNA."
"162","34044094","ALKBH5-modified HMGB1-STING Activation Contributes to Radiation Induced Liver Disease Via Innate Immune Response."
"163","32329830","m6A methyltransferase METTL3 promotes the progression of prostate cancer via m6A-modified LEF1."
"164","32116145","GR-mediated FTO transactivation induces lipid accumulation in hepatocytes via demethylation of m6A on lipogenic mRNAs."
"165","33748113","METTL3 Regulates Ossification of the Posterior Longitudinal Ligament via the lncRNA XIST/miR-302a-3p/USP8 Axis."
"166","30032148","ALKBH5 Inhibits Pancreatic Cancer Motility by Decreasing Long Non-Coding RNA KCNK15-AS1 Methylation."
"167","32766145","Reduced Expression of METTL3 Promotes Metastasis of Triple-Negative Breast Cancer by m6A Methylation-Mediated COL3A1 Up-Regulation."
"168","33380825","METTL14 Inhibits Hepatocellular Carcinoma Metastasis Through Regulating EGFR/PI3K/AKT Signaling Pathway in an m6A-Dependent Manner."
"169","34336690","METTL3 Promotes the Resistance of Glioma to Temozolomide via Increasing MGMT and ANPG in a m6A Dependent Manner."
"170","34438274","ALKBH5 promotes cadmium-induced transformation of human bronchial epithelial cells by regulating PTEN expression in an m6A-dependent manner."
"171","32145676","METTL3 Facilitates Oral Squamous Cell Carcinoma Tumorigenesis by Enhancing c-Myc Stability via YTHDF1-Mediated m6A Modification."
"172","33376625","ALKBH5 Inhibited Cell Proliferation and Sensitized Bladder Cancer Cells to Cisplatin by m6A-CK2alpha-Mediated Glycolysis."
"173","31230592","METTL3 facilitates tumor progression via an m6A-IGF2BP2-dependent mechanism in colorectal carcinoma."
"174","32531187","FTO regulates ocular angiogenesis via m6A-YTHDF2-dependent mechanism."
"175","32653519","circ_KIAA1429 accelerates hepatocellular carcinoma advancement through the mechanism of m6A-YTHDF3-Zeb1."
"176","33933553","METTL3 enhances the stability of MALAT1 with the assistance of HuR via m6A modification and activates NF-kappaB to promote the malignant progression of IDH-wildtype glioma."
"177","34419065","The m6A methyltransferase METTL3 controls epithelial-mesenchymal transition, migration and invasion of breast cancer through the MALAT1/miR-26b/HMGA2 axis."
"178","30762711","RNA m6A methyltransferase METTL3 regulates invasiveness of melanoma cells by matrix metallopeptidase 2."
"179","37615536","METTL14 inhibits malignant progression of oral squamous cell carcinoma by targeting the autophagy-related gene RB1CC1 in an m6A-IGF2BP2-dependent manner"
"180","31395342","MiR-4429 prevented gastric cancer progression through targeting METTL3 to inhibit m6A-caused stabilization of SEC62."
"181","31492150","Upregulated METTL3 promotes metastasis of colorectal Cancer via miR-1246/SPRED2/MAPK signaling pathway."
"182","33431790","Metformin exhibits antiproliferation activity in breast cancer via miR-483-3p/METTL3/m6A/p21 pathway."
"183","29315835","FTO regulates the chemo-radiotherapy resistance of cervical squamous cell carcinoma (CSCC) by targeting beta-catenin through mRNA demethylation."
"184","34301919","RBM15-mediated N6-methyladenosine modification affects COVID-19 severity by regulating the expression of multitarget genes."
"185","32509177","N6-methyladenosine methyltransferase METTL3 promotes colorectal cancer cell proliferation through enhancing MYC expression."
"186","32284755","The M6A methyltransferase METTL3 promotes the development and progression of prostate carcinoma via mediating MYC methylation."
"187","29842885","m6A demethylase FTO facilitates tumor progression in lung squamous cell carcinoma by regulating MZF1 expression."
"188","25412662","FTO-dependent demethylation of N6-methyladenosine regulates mRNA splicing and is required for adipogenesis."
"189","34169146","m6A demethylase FTO induces NELL2 expression by inhibiting E2F1 m6A modification leading to metastasis of non-small cell lung cancer."
"190","34246306","YTHDF2 facilitates UBXN1 mRNA decay by recognizing METTL3-mediated m6A modification to activate NF-kappaB and promote the malignant progression of glioma."
"191","34093712","METTL3-Mediated m6A Methylation Regulates Muscle Stem Cells and Muscle Regeneration by Notch Signaling Pathway."
"192","34513292","FTO-mediated demethylation of GADD45B promotes myogenesis through the activation of p38 MAPK pathway."
"193","31239708","m6A methyltransferase METTL3 suppresses colorectal cancer proliferation and migration through p38/ERK pathways."
"194","32890792","microRNA-421-3p prevents inflammatory response in cerebral ischemia/reperfusion injury through targeting m6A Reader YTHDF1 to inhibit p65 mRNA translation."
"195","32429928","RNA demethylase ALKBH5 prevents pancreatic cancer progression by posttranscriptional activation of PER1 in an m6A-YTHDF2-dependent manner."
"196","33157234","DNA methylation of FTO promotes renal inflammation by enhancing m6A of PPAR-alpha in alcohol-induced kidney injury."
"197","34490238","KIAA1429 and ALKBH5 Oppositely Influence Aortic Dissection Progression via Regulating the Maturation of Pri-miR-143-3p in an m6A-Dependent Manner."
"198","33706799","Mettl14-mediated m6A modification modulates neuron apoptosis during the repair of spinal cord injury by regulating the transformation from pri-mir-375 to miR-375."
"199","35797982","METTL14 Suppresses CRC Progression via Regulating N6-Methyladenosine-Dependent Primary miR-375 Processing."
"1100","34476213","The m6A Methyltransferase METTL14-Mediated N6-Methyladenosine Modification of PTEN mRNA Inhibits Tumor Growth and Metastasis in Stomach Adenocarcinoma."
"1101","29384213","FTO reduces mitochondria and promotes hepatic fat accumulation through RNA demethylation."
"1102","34105773","The RNA demethylase ALKBH5 promotes osteoblast differentiation by modulating Runx2 mRNA stability."
"1103","33232910","The m6A reader YTHDC2 inhibits lung adenocarcinoma tumorigenesis by suppressing SLC7A11-dependent antioxidant function."
"1104","34457066","RNA m6A methyltransferase METTL3 promotes colorectal cancer cell proliferation and invasion by regulating Snail expression."
"1105","30197299","Methylation of Structured RNA by the m6A Writer METTL16 Is Essential for Mouse Embryonic Development."
"1106","33961858","m6A demethylase ALKBH5 suppresses proliferation and migration of enteric neural crest cells by regulating TAGLN in Hirschsprung's disease."
"1107","33791305","The m6A Reader YTHDF1 Facilitates the Tumorigenesis and Metastasis of Gastric Cancer via USP14 Translation in an m6A-Dependent Manner."
"1108","31906946","m6A demethylase ALKBH5 inhibits pancreatic cancer tumorigenesis by decreasing WIF-1 RNA methylation and mediating Wnt signaling."
"1109","33759344","METTL3 attenuates proliferative vitreoretinopathy and epithelial-mesenchymal transition of retinal pigment epithelial cells via wnt/beta-catenin pathway."
"1110","34130310","Methyltransferase-like 3 contributes to inflammatory pain by targeting TET1 in YTHDF2-dependent manner."
"1111","32106857","m6A demethylase ALKBH5 inhibits tumor growth and metastasis by reducing YTHDFs-mediated YAP expression and inhibiting miR-107/LATS2-mediated YAP activity in NSCLC."
"1112","33510938","METTL3-mediated m6A modification of ZBTB4 mRNA is involved in the smoking-induced EMT in cancer of the lung."
"1113","32044716","Silencing METTL3 inhibits the proliferation and invasion of osteosarcoma by regulating ATAD2."
"1114","33968659","The m6A methyltransferase METTL3 regulates autophagy and sensitivity to cisplatin by targeting ATG5 in seminoma."
"1115","31454538","N6-methyladenosine METTL3 promotes the breast cancer progression via targeting Bcl-2."
"1116","31226160","EBV epitranscriptome reprogramming by METTL14 is critical for viral-associated tumorigenesis."
"1117","28344040","m6A Demethylase ALKBH5 Maintains Tumorigenicity of Glioblastoma Stem-like Cells by Sustaining FOXM1 Expression and Cell Proliferation Program."
"1118","33866220","Exposure to constant light impairs cognition with FTO inhibition and m6A-dependent TrkappaB repression in mouse hippocampus."
"1119","31806999","RNA m6A Methyltransferase METTL3 Promotes The Growth Of Prostate Cancer By Regulating Hedgehog Pathway."
"1120","32148516","Hypoxia Promotes Vascular Smooth Muscle Cell (VSMC) Differentiation of Adipose-Derived Stem Cell (ADSC) by Regulating Mettl3 and Paracrine Factors."
"1121","33456585","ALKBH5 regulates cardiomyocyte proliferation and heart regeneration by demethylating the mRNA of YTHDF1."
"1122","32175271","METTL3 Promotes the Progression of Gastric Cancer via Targeting the MYC Pathway."
"1123","31643040","The m6A methyltransferase METTL3 cooperates with demethylase ALKBH5 to regulate osteogenic differentiation through NF-kappaB signaling."
"1124","33090698","m6A methyltransferase METTL3 promotes retinoblastoma progression via PI3K/AKT/mTOR pathway."
"1125","34484859","m6A demethylase FTO suppresses pancreatic cancer tumorigenesis by demethylating PJA2 and inhibiting Wnt signaling."
"1126","31914601","METTL3 regulates inflammatory pain by modulating m6A-dependent pri-miR-365-3p processing."
"1127","29535189","Zc3h13/Flacc is required for adenosine methylation by bridging the mRNA-binding factor Rbm15/Spenito to the m6A machinery component Wtap/Fl(2)d."
"1128","34496349","RNA N6-methyladenosine demethylase FTO promotes osteoporosis through demethylating Runx2 mRNA and inhibiting osteogenic differentiation."
"1129","32126149","METTL3/YTHDF2 m6A axis promotes tumorigenesis by degrading SETD7 and KLF4 mRNAs in bladder cancer."
"1130","29186125","Promoter-bound METTL3 maintains myeloid leukaemia by m6A-dependent translation control."
"1131","32111213","METTL14 suppresses proliferation and metastasis of colorectal cancer by down-regulating oncogenic long non-coding RNA XIST."
"1132","31619268","Long noncoding RNA GAS5 inhibits progression of colorectal cancer by interacting with and triggering YAP phosphorylation and degradation and is negatively regulated by the m6A reader YTHDF3."
"1133","31318098","The N6-methyladenosine mRNA methylase METTL14 promotes renal ischemic reperfusion injury via suppressing YAP1."
"1134","33411363","METTL3/YTHDF2 m6A axis accelerates colorectal carcinogenesis through epigenetically suppressing YPEL5."
"1135","33280517","Loading MicroRNA-376c in Extracellular Vesicles Inhibits Properties of Non-Small Cell Lung Cancer Cells by Targeting YTHDF1."
"1136","34382070","Inhibition of METTL3/m6A/miR126 promotes the migration and invasion of endometrial stromal cells in endometriosis."
"1137","33926120","Small-Molecule Inhibitors of the RNA M6A Demethylases FTO Potently Support the Survival of Dopamine Neurons."
"1138","34112124","A positive-feedback loop between HBx and ALKBH5 promotes hepatocellular carcinogenesis."
"1139","32554504","Early-life m6A RNA demethylation by fat mass and obesity-associated protein (FTO) influences resilience or vulnerability to heat stress later in life."
"1140","33364952","Genistein Ameliorates Renal Fibrosis Through Regulation Snail via m6A RNA Demethylase ALKBH5."
"1141","33619246","HIF-1alpha-induced expression of m6A reader YTHDF1 drives hypoxia-induced autophagy and malignancy of hepatocellular carcinoma by promoting ATG2A and ATG14 translation."
"1142","34279591","Knockdown of METTL3 inhibits enterovirus 71 induced apoptosis of mouse Schwann cell through regulation of autophagy."
"1143","32621798","METTL3 Promotes Tumorigenesis and Metastasis through BMI1 m6A Methylation in Oral Squamous Cell Carcinoma."
"1144","30922314","RNA N6-methyladenosine demethylase FTO promotes breast tumor progression through inhibiting BNIP3."
"1145","31281518","The m6A demethylase ALKBH5 controls trophoblast invasion at the maternal-fetal interface by regulating the stability of CYR61 mRNA."
"1146","32365051","Overexpression of METTL3 attenuates high-glucose induced RPE cell pyroptosis by regulating miR-25-3p/PTEN/Akt signaling cascade through DGCR8."
"1147","33894271","METTL3 involves the progression of osteoarthritis probably by affecting ECM degradation and regulating the inflammatory response."
"1148","31996915","The m6A reader YTHDF1 promotes ovarian cancer progression via augmenting EIF3C translation."
"1149","34312368","C5aR1-positive neutrophils promote breast cancer glycolysis through WTAP-dependent m6A methylation of ENO1."
"1150","34075693","METTL16 promotes cell proliferation by up-regulating cyclin D1 expression in gastric cancer."
"1151","32373970","METTL3 promotes the progression of nasopharyngeal carcinoma through mediating M6A modification of EZH2."
"1152","32373962","Simvastatin is beneficial to lung cancer progression by inducing METTL3-induced m6A modification on EZH2 mRNA."
"1153","31405565","METTL3 inhibits hepatic insulin sensitivity via N6-methyladenosine modification of Fasn mRNA and promoting fatty acid metabolism."
"1154","31974865","DDX3 modulates cisplatin resistance in OSCC through ALKBH5-mediated m6A-demethylation of FOXM1 and NANOG."
"1155","33010548","Increased m6A modification of RNA methylation related to the inhibition of demethylase FTO contributes to MEHP-induced Leydig cell injury ."
"1156","34297301","ALKBH5 Promotes the Proliferation of Glioma Cells via Enhancing the mRNA Stability of G6PD."
"1157","32670741","N6-Methyladenosine Demethylase FTO Contributes to Neuropathic Pain by Stabilizing G9a Expression in Primary Sensory Neurons."
"1158","33314339","The m6A methyltransferase METTL14 inhibits the proliferation, migration, and invasion of gastric cancer by regulating the PI3K/AKT/mTOR signaling pathway."
"1159","33305825","HBXIP drives metabolic reprogramming in hepatocellular carcinoma cells via METTL3-mediated m6A modification of HIF-1alpha."
"1160","33103587","FTO demethylates m6A modifications in HOXB13 mRNA and promotes endometrial cancer metastasis by activating the WNT signaling pathway."
"1161","32913456","ALKBH5 regulates IGF1R expression to promote the Proliferation and Tumorigenicity of Endometrial Cancer."
"1162","33637103","RBM15 facilitates laryngeal squamous cell carcinoma progression by regulating TMBIM6 stability through IGF2BP3 dependent."
"1163","34467630","Degradation of WTAP blocks antiviral responses by reducing the m6A levels of IRF3 and IFNAR1 mRNA."
"1164","34093789","YTHDF2 inhibit the tumorigenicity of endometrial cancer via downregulating the expression of IRS1 methylated with m6A."
"1165","34277426","N6-Methyladenosine RNA Demethylase FTO Promotes Gastric Cancer Metastasis by Down-Regulating the m6A Methylation of ITGB1."
"1166","31982139","The m6A methyltransferase METTL3 contributes to Transforming Growth Factor-beta-induced epithelial-mesenchymal transition of lung cancer cells through the regulation of JUNB."
"1167","34560125","METTL3-mediated M6A methylation modification is involved in colistin-induced nephrotoxicity through apoptosis mediated by Keap1/Nrf2 signaling pathway."
"1168","33758320","METTL3-mediated m6A methylation of SPHK2 promotes gastric cancer progression by targeting KLF2."
"1169","33330653","Vascular Smooth Muscle FTO Promotes Aortic Dissecting Aneurysms via m6A Modification of Klf5."
"1170","31253399","The m6A methyltransferase METTL3 promotes osteosarcoma progression by regulating the m6A level of LEF1."
"1171","32913527","ALKBH5 promotes colon cancer progression by decreasing methylation of the lncRNA NEAT1."
"1172","33495421","The hepatic microenvironment promotes lung adenocarcinoma cell proliferation, metastasis, and epithelial-mesenchymal transition via METTL3-mediated N6-methyladenosine modification of YAP1."
"1173","30506811","Loss of m6A on FAM134B promotes adipogenesis in porcine adipocytes through m6A-YTHDF2-dependent way."
"1174","32814762","WTAP promotes osteosarcoma tumorigenesis by repressing HMBOX1 expression in an m6A-dependent manner."
"1175","33431791","ALKBH5 suppresses tumor progression via an m6A-dependent epigenetic silencing of pre-miR-181b-1/YAP signaling axis in osteosarcoma."
"1176","34359836","YTHDF1 Promotes Cyclin B1 Translation through m6A Modulation and Contributes to the Poor Prognosis of Lung Adenocarcinoma with KRAS/TP53 Co-Mutation."
"1177","31986407","Total Panax notoginseng saponin inhibits vascular smooth muscle cell proliferation and migration and intimal hyperplasia by regulating WTAP/p16 signals via m6A modulation."
"1178","32366907","YTHDF2 promotes the liver cancer stem cell phenotype and cancer metastasis by regulating OCT4 expression via m6A RNA methylation."
"1179","29033321","Regulation of m6A Transcripts by the 3' 5' RNA Helicase YTHDC2 Is Essential for a Successful Meiotic Program in the Mammalian Germline."
"1180","32266107","METTL3 enhances cell adhesion through stabilizing integrin _1 mRNA via an m6A-HuR-dependent mechanism in prostatic carcinoma."
"1181","30339471","MTCH2 promotes adipogenesis in intramuscular preadipocytes via an m6A-YTHDF1-dependent mechanism."
"1182","33651996","FTO regulates myoblast proliferation by controlling CCND1 expression in an m6A-YTHDF2-dependent manner."
"1183","30305247","FTO regulates adipogenesis by controlling cell cycle progression via m6A-YTHDF2 dependent mechanism."
"1184","30865855","METTL3 inhibits BMSC adipogenic differentiation by targeting the JAK1/STAT5/C/EBPbeta pathway via an m6A-YTHDF2-dependent manner."
"1185","33484966","METTL3 restrains papillary thyroid cancer progression via m6A/c-Rel/IL-8 mediated neutrophils infiltration."
"1186","31959747","YTHDF2 promotes spermagonial adhesion through modulating MMPs decay via m6A/mRNA pathway."
"1187","31818312","m6A mRNA methylation initiated by METTL3 directly promotes YAP translation and increases YAP activity by regulating the MALAT1-miR-1914-3p-YAP axis to induce NSCLC drug resistance and metastasis."
"1188","34097350","MeCP2 promotes colorectal cancer metastasis by regulating m6A methylation via METTL14."
"1189","32576970","LNC942 promoting METTL14-mediated m6A methylation in breast cancer cell proliferation and progression."
"1190","33708859","MiR-4729 regulates TIE1 mRNA m6A modification and angiogenesis in hemorrhoids by targeting METTL14."
"1191","33928080","Novel circGFRalpha1 Promotes Self-Renewal of Female Germline Stem Cells Mediated by m6A Writer METTL14."
"1192","33849617","CLK1/SRSF5 pathway induces aberrant exon skipping of METTL14 and Cyclin L2 and promotes growth and metastasis of pancreatic cancer."
"1193","31434544","ZFP217 regulates adipogenesis by controlling mitotic clonal expansion in a METTL3-m6A dependent manner."
"1194","33355622","miR-338-5p inhibits cell growth and migration via inhibition of the METTL3/m6A/c-Myc pathway in lung cancer."
"1195","33098220","METTL3 promotes IL-1beta-induced degeneration of endplate chondrocytes by driving m6A-dependent maturation of miR-126-5p."
"1196","34553450","Methyltransferase-like 3 (METTL3) attenuates cardiomyocyte apoptosis with myocardial ischemia-reperfusion (I/R) injury through miR-25-3p and miR-873-5p."
"1197","33035345","METTL3 counteracts premature aging via m6A-dependent stabilization of MIS12 mRNA."
